useless,id,keywords
11593,4169.0,"[{'id': 470, 'name': 'spy'}, {'id': 1568, 'name': 'undercover'}, {'id': 1797, 'name': 'loyalty'}, {'id': 2112, 'name': 'headquarter'}, {'id': 9672, 'name': 'based on true story'}, {'id': 18035, 'name': 'family'}, {'id': 18420, 'name': 'surveillance'}, {'id': 18525, 'name': 'fbi agent'}, {'id': 190654, 'name': 'russian spy'}, {'id': 209817, 'name': 'political thriller'}]"
11595,11172.0,"[{'id': 3490, 'name': 'pop star'}, {'id': 4528, 'name': 'song'}, {'id': 9799, 'name': 'romantic comedy'}, {'id': 191428, 'name': 'song writing'}, {'id': 207592, 'name': 'piano'}]"
11596,3594.0,"[{'id': 236, 'name': 'suicide'}, {'id': 818, 'name': 'based on novel'}, {'id': 922, 'name': 'hotel room'}, {'id': 1523, 'name': 'obsession'}, {'id': 6373, 'name': 'sadomasochism'}, {'id': 12565, 'name': 'psychological thriller'}, {'id': 15127, 'name': 'killer'}, {'id': 18035, 'name': 'family'}, {'id': 191494, 'name': 'numbers'}]"
11617,4638.0,"[{'id': 5331, 'name': 'village'}, {'id': 5638, 'name': 'arrest'}, {'id': 6149, 'name': 'police'}, {'id': 9104, 'name': 'partner'}, {'id': 9826, 'name': 'murder'}, {'id': 10410, 'name': 'conspiracy'}, {'id': 12371, 'name': 'gunfight'}, {'id': 167268, 'name': 'police force'}, {'id': 167284, 'name': 'cowboy costume'}, {'id': 207819, 'name': 'accident'}]"
11634,1738.0,"[{'id': 663, 'name': 'fortune teller'}, {'id': 179431, 'name': 'duringcreditsstinger'}]"
11646,1949.0,"[{'id': 387, 'name': 'california'}, {'id': 582, 'name': 'san francisco'}, {'id': 627, 'name': 'killing'}, {'id': 736, 'name': 'journalist'}, {'id': 918, 'name': 'newspaper'}, {'id': 1583, 'name': 'mass murder'}, {'id': 3152, 'name': 'planned murder'}, {'id': 4123, 'name': 'embassy'}, {'id': 4399, 'name': 'victim'}, {'id': 4923, 'name': 'threat to death'}, {'id': 4942, 'name': 'victim of murder'}, {'id': 4950, 'name': 'code'}, {'id': 6149, 'name': 'police'}, {'id': 9826, 'name': 'murder'}, {'id': 10714, 'name': 'serial killer'}, {'id': 12193, 'name': 'reporter'}]"
11652,11199.0,"[{'id': 1599, 'name': 'midlife crisis'}, {'id': 7312, 'name': 'road trip'}, {'id': 11475, 'name': 'politically incorrect'}, {'id': 14736, 'name': 'motorcycle gang'}, {'id': 168132, 'name': 'biker film'}, {'id': 168135, 'name': 'awkwardness'}, {'id': 168141, 'name': 'travel writer'}, {'id': 176793, 'name': 'middle age'}, {'id': 178517, 'name': 'middle aged man'}]"
11676,2977.0,"[{'id': 392, 'name': 'england'}, {'id': 934, 'name': 'judge'}, {'id': 1605, 'name': 'new love'}, {'id': 2386, 'name': 'empowerment'}, {'id': 2755, 'name': 'country life'}, {'id': 2964, 'name': 'future'}, {'id': 3344, 'name': 'letter'}, {'id': 3703, 'name': 'law'}, {'id': 4663, 'name': 'lovers'}, {'id': 5376, 'name': 'creativity'}, {'id': 5923, 'name': 'sister'}, {'id': 10818, 'name': 'author'}, {'id': 14985, 'name': 'ireland'}, {'id': 18035, 'name': 'family'}]"
11688,9963.0,"[{'id': 563, 'name': 'deja vu'}, {'id': 3737, 'name': 'dying and death'}, {'id': 4379, 'name': 'time travel'}, {'id': 4549, 'name': 'loss of husband'}, {'id': 9844, 'name': 'car crash'}]"
11689,14001.0,"[{'id': 703, 'name': 'detective'}, {'id': 3199, 'name': 'clown'}, {'id': 3393, 'name': 'tombstone'}, {'id': 3739, 'name': 'funeral'}, {'id': 3754, 'name': 'legend'}, {'id': 9704, 'name': 'ventriloquist'}, {'id': 9955, 'name': 'urban legend'}, {'id': 10541, 'name': 'curse'}, {'id': 12545, 'name': 'mansion'}, {'id': 33476, 'name': 'widower'}, {'id': 33505, 'name': 'gothic'}, {'id': 33630, 'name': 'doll'}, {'id': 33632, 'name': 'apartment'}, {'id': 156580, 'name': 'ghost story'}, {'id': 163226, 'name': 'ventriloquist dummy'}, {'id': 170845, 'name': 'photo album'}, {'id': 180981, 'name': 'package'}, {'id': 187844, 'name': 'flashback'}]"
11690,2355.0,"[{'id': 2246, 'name': 'confidence'}, {'id': 2754, 'name': 'trauma'}, {'id': 2982, 'name': ""leaving one's family""}, {'id': 3321, 'name': 'childhood memory'}, {'id': 3800, 'name': 'airplane'}, {'id': 5597, 'name': 'war on terror'}, {'id': 6027, 'name': 'music'}, {'id': 6381, 'name': 'loss of daughter'}, {'id': 6511, 'name': 'alone'}, {'id': 13001, 'name': 'cowardliness'}, {'id': 18035, 'name': 'family'}]"
11692,7485.0,"[{'id': 417, 'name': 'corruption'}, {'id': 1589, 'name': 'sniper'}, {'id': 2944, 'name': 'senator'}, {'id': 5514, 'name': 'conspiracy of murder'}, {'id': 5885, 'name': 'childlessness'}, {'id': 9897, 'name': 'rifle'}, {'id': 12355, 'name': 'sniper rifle'}, {'id': 18525, 'name': 'fbi agent'}]"
11694,1273.0,"[{'id': 242, 'name': 'new york'}, {'id': 380, 'name': 'brother brother relationship'}, {'id': 736, 'name': 'journalist'}, {'id': 779, 'name': 'martial arts'}, {'id': 853, 'name': 'crime fighter'}, {'id': 1308, 'name': 'secret identity'}, {'id': 1852, 'name': 'mutant'}, {'id': 6362, 'name': 'turtle'}, {'id': 9673, 'name': 'love'}, {'id': 9717, 'name': 'based on comic'}, {'id': 9824, 'name': 'reunion'}, {'id': 12653, 'name': 'brother against brother'}]"
11720,8270.0,"[{'id': 642, 'name': 'robbery'}, {'id': 791, 'name': 'mentally disabled'}, {'id': 2492, 'name': 'bank robber'}, {'id': 9844, 'name': 'car crash'}, {'id': 9937, 'name': 'suspense'}, {'id': 14687, 'name': 'extreme violence'}, {'id': 15363, 'name': 'bank robbery'}]"
11725,1683.0,"[{'id': 1261, 'name': 'river'}, {'id': 2618, 'name': 'miracle'}, {'id': 3036, 'name': 'bible'}, {'id': 3134, 'name': 'louisiana'}, {'id': 4456, 'name': 'frog'}, {'id': 5705, 'name': 'grasshopper'}, {'id': 6150, 'name': 'faith'}]"
11727,1267.0,"[{'id': 83, 'name': 'saving the world'}, {'id': 1720, 'name': 'tyrannosaurus rex'}, {'id': 2393, 'name': 'adoption'}, {'id': 2964, 'name': 'future'}, {'id': 4379, 'name': 'time travel'}, {'id': 5455, 'name': 'time machine'}, {'id': 5457, 'name': 'mythical creature'}, {'id': 6054, 'name': 'friendship'}, {'id': 12392, 'name': 'best friend'}, {'id': 18031, 'name': 'rescue team'}, {'id': 18035, 'name': 'family'}]"
11732,1272.0,"[{'id': 83, 'name': 'saving the world'}, {'id': 258, 'name': 'bomb'}, {'id': 1670, 'name': 'sun'}, {'id': 1826, 'name': 'space marine'}, {'id': 2725, 'name': 'sunlight'}, {'id': 3638, 'name': 'solar energy'}, {'id': 4040, 'name': 'space mission'}, {'id': 4627, 'name': 'earth'}, {'id': 5442, 'name': 'expiration'}]"
11745,7183.0,"[{'id': 1335, 'name': 'sense of guilt'}, {'id': 2419, 'name': 'staging'}, {'id': 2634, 'name': 'expiation'}, {'id': 2943, 'name': 'sex scandal'}, {'id': 3182, 'name': 'seduction'}, {'id': 9826, 'name': 'murder'}, {'id': 9937, 'name': 'suspense'}, {'id': 14536, 'name': 'crime'}]"
11746,8271.0,"[{'id': 1930, 'name': 'kidnapping'}, {'id': 6517, 'name': 'young people'}]"
11747,1534.0,"[{'id': 5895, 'name': 'viking'}, {'id': 10322, 'name': 'native american'}, {'id': 13006, 'name': 'torture'}]"
11758,1407.0,"[{'id': 4344, 'name': 'musical'}, {'id': 4528, 'name': 'song'}, {'id': 5565, 'name': 'biography'}, {'id': 164077, 'name': 'performer'}, {'id': 164090, 'name': 'audience'}, {'id': 164092, 'name': 'blindness'}, {'id': 164098, 'name': 'cat call'}, {'id': 164104, 'name': 'national anthem'}]"
11763,6145.0,"[{'id': 584, 'name': 'perfect crime'}, {'id': 3152, 'name': 'planned murder'}, {'id': 3246, 'name': 'prosecution'}, {'id': 3879, 'name': 'suspect'}, {'id': 14536, 'name': 'crime'}]"
11768,10294.0,"[{'id': 2669, 'name': 'motel'}, {'id': 3979, 'name': 'hidden camera'}, {'id': 5254, 'name': 'remoteness'}, {'id': 9758, 'name': 'deception'}, {'id': 12565, 'name': 'psychological thriller'}, {'id': 15127, 'name': 'killer'}, {'id': 18029, 'name': 'trapped'}, {'id': 50009, 'name': 'survival horror'}, {'id': 162904, 'name': 'estranged couple'}, {'id': 162913, 'name': 'broken down car'}, {'id': 162914, 'name': 'one night'}, {'id': 201713, 'name': 'isolated'}]"
11771,13067.0,"[{'id': 1326, 'name': 'infidelity'}, {'id': 8508, 'name': 'party'}, {'id': 9673, 'name': 'love'}, {'id': 10163, 'name': 'cancer'}, {'id': 10226, 'name': 'neighbor'}, {'id': 13028, 'name': 'writer'}, {'id': 13130, 'name': 'teenager'}, {'id': 40895, 'name': 'illness'}, {'id': 187844, 'name': 'flashback'}, {'id': 207583, 'name': 'actress'}]"
11774,1268.0,"[{'id': 65, 'name': 'holiday'}, {'id': 254, 'name': 'france'}, {'id': 2793, 'name': 'film director'}, {'id': 4630, 'name': 'chaos'}, {'id': 5347, 'name': 'clumsy fellow'}, {'id': 5348, 'name': 'to drop brick'}, {'id': 179430, 'name': 'aftercreditsstinger'}]"
11779,14636.0,"[{'id': 2041, 'name': 'island'}, {'id': 3713, 'name': 'chase'}, {'id': 5385, 'name': 'survivor'}, {'id': 34079, 'name': 'death'}]"
11780,559.0,"[{'id': 851, 'name': 'dual identity'}, {'id': 1453, 'name': 'amnesia'}, {'id': 1965, 'name': 'sandstorm'}, {'id': 2038, 'name': ""love of one's life""}, {'id': 3446, 'name': 'forgiveness'}, {'id': 3986, 'name': 'spider'}, {'id': 4391, 'name': 'wretch'}, {'id': 4959, 'name': 'death of a friend'}, {'id': 5776, 'name': 'egomania'}, {'id': 5789, 'name': 'sand'}, {'id': 5857, 'name': 'narcism'}, {'id': 6062, 'name': 'hostility'}, {'id': 8828, 'name': 'marvel comic'}, {'id': 9663, 'name': 'sequel'}, {'id': 9715, 'name': 'superhero'}, {'id': 9748, 'name': 'revenge'}]"
11811,4964.0,"[{'id': 567, 'name': 'alcohol'}, {'id': 2864, 'name': 'one-night stand'}, {'id': 3501, 'name': 'bed'}, {'id': 3725, 'name': 'pregnancy and birth'}, {'id': 4313, 'name': 'condom'}, {'id': 4954, 'name': 'paternity'}, {'id': 11494, 'name': 'drug use'}, {'id': 33678, 'name': 'beard'}, {'id': 33679, 'name': 'unprotected sex'}, {'id': 179431, 'name': 'duringcreditsstinger'}]"
11812,2976.0,"[{'id': 890, 'name': 'races'}, {'id': 1566, 'name': 'dream'}, {'id': 1691, 'name': 'dance'}, {'id': 2136, 'name': 'television'}, {'id': 2571, 'name': 'tv show'}, {'id': 3060, 'name': 'race politics'}, {'id': 5736, 'name': 'coloured'}, {'id': 6027, 'name': 'music'}, {'id': 6090, 'name': 'equality'}, {'id': 6275, 'name': 'school party'}, {'id': 6706, 'name': 'performance'}, {'id': 6713, 'name': 'integration'}, {'id': 8663, 'name': 'overweight woman'}, {'id': 10181, 'name': 'based on play or musical'}, {'id': 12965, 'name': 'duel'}, {'id': 160910, 'name': 'xenophobia'}, {'id': 165317, 'name': 'based on movie'}, {'id': 208992, 'name': '1960s'}]"
11815,1562.0,"[{'id': 212, 'name': 'london england'}, {'id': 936, 'name': 'loss of mother'}, {'id': 1465, 'name': 'loss of family'}, {'id': 1852, 'name': 'mutant'}, {'id': 2867, 'name': 'pest'}, {'id': 3737, 'name': 'dying and death'}, {'id': 4630, 'name': 'chaos'}, {'id': 5313, 'name': 'parts of dead body'}, {'id': 5385, 'name': 'survivor'}, {'id': 6152, 'name': 'supernatural'}, {'id': 10349, 'name': 'survival'}, {'id': 10562, 'name': 'on the run'}, {'id': 12377, 'name': 'zombie'}, {'id': 15017, 'name': 'danger'}, {'id': 187710, 'name': 'escapade'}, {'id': 188957, 'name': 'virus'}, {'id': 188959, 'name': 'plague'}, {'id': 189421, 'name': 'female corpse'}, {'id': 193546, 'name': 'siblings relations'}, {'id': 202703, 'name': 'deadly'}, {'id': 206687, 'name': 'chases and races'}, {'id': 206705, 'name': 'chaos and mayham'}, {'id': 206706, 'name': 'human nature'}]"
11816,13159.0,"[{'id': 5987, 'name': 'grandmother granddaughter relationship'}, {'id': 10505, 'name': 'promiscuity'}, {'id': 10707, 'name': 'mother daughter relationship'}, {'id': 11004, 'name': 'rural setting'}, {'id': 13088, 'name': 'summer'}, {'id': 13130, 'name': 'teenager'}, {'id': 187536, 'name': 'veterinary clinic'}, {'id': 208703, 'name': 'rebellious teenager'}]"
11825,810.0,"[{'id': 502, 'name': 'ambush'}, {'id': 1647, 'name': 'sadness'}, {'id': 1674, 'name': 'stage'}, {'id': 2019, 'name': 'liberation of prisoners'}, {'id': 2041, 'name': 'island'}, {'id': 2052, 'name': 'traitor'}, {'id': 2580, 'name': 'shipwreck'}, {'id': 3071, 'name': 'prince'}, {'id': 3799, 'name': 'ship'}, {'id': 4144, 'name': 'donkey'}, {'id': 4152, 'name': 'kingdom'}, {'id': 4326, 'name': 'theatre play'}, {'id': 4375, 'name': 'transformation'}, {'id': 4541, 'name': 'conciliation'}, {'id': 4988, 'name': 'tricks'}, {'id': 5515, 'name': 'heir to the throne'}, {'id': 6093, 'name': 'assault'}, {'id': 6271, 'name': 'boarding school'}, {'id': 6285, 'name': ""coup d'etat""}, {'id': 10508, 'name': 'teacher'}, {'id': 12392, 'name': 'best friend'}, {'id': 12554, 'name': 'dragon'}, {'id': 13001, 'name': 'cowardliness'}, {'id': 13149, 'name': 'pregnancy'}, {'id': 156702, 'name': 'capture'}, {'id': 179431, 'name': 'duringcreditsstinger'}]"
11826,5723.0,"[{'id': 578, 'name': 'rock and roll'}, {'id': 637, 'name': 'pop'}, {'id': 1254, 'name': 'music style'}, {'id': 2038, 'name': ""love of one's life""}, {'id': 4126, 'name': 'fascination'}, {'id': 4173, 'name': 'music lover'}, {'id': 4528, 'name': 'song'}, {'id': 4663, 'name': 'lovers'}, {'id': 4729, 'name': 'dublin'}, {'id': 5129, 'name': 'to make music'}, {'id': 6027, 'name': 'music'}, {'id': 6031, 'name': 'music instrument'}, {'id': 6056, 'name': 'tenderness'}, {'id': 14743, 'name': 'pianist'}, {'id': 14985, 'name': 'ireland'}, {'id': 41590, 'name': 'love sickness'}, {'id': 41591, 'name': 'music band'}]"
11827,285.0,"[{'id': 270, 'name': 'ocean'}, {'id': 726, 'name': 'drug abuse'}, {'id': 911, 'name': 'exotic island'}, {'id': 1319, 'name': 'east india trading company'}, {'id': 2038, 'name': ""love of one's life""}, {'id': 2052, 'name': 'traitor'}, {'id': 2580, 'name': 'shipwreck'}, {'id': 2660, 'name': 'strong woman'}, {'id': 3799, 'name': 'ship'}, {'id': 5740, 'name': 'alliance'}, {'id': 5941, 'name': 'calypso'}, {'id': 6155, 'name': 'afterlife'}, {'id': 6211, 'name': 'fighter'}, {'id': 12988, 'name': 'pirate'}, {'id': 157186, 'name': 'swashbuckler'}, {'id': 179430, 'name': 'aftercreditsstinger'}]"
11829,3432.0,[]
11840,3489.0,"[{'id': 1812, 'name': 'fbi'}, {'id': 1992, 'name': 'professor'}, {'id': 6779, 'name': ""ladies' man""}, {'id': 6780, 'name': 'medical examiner'}, {'id': 10714, 'name': 'serial killer'}, {'id': 156181, 'name': 'lecture'}]"
11845,298.0,"[{'id': 585, 'name': 'casino'}, {'id': 9727, 'name': 'thief'}, {'id': 9748, 'name': 'revenge'}, {'id': 10051, 'name': 'heist'}, {'id': 14570, 'name': 'las vegas'}, {'id': 159772, 'name': 'pretending to be rich'}, {'id': 159783, 'name': 'labor strike'}]"
11858,1691.0,"[{'id': 3530, 'name': 'prague'}, {'id': 3540, 'name': 'bratislava'}, {'id': 5502, 'name': 'castration'}, {'id': 6779, 'name': ""ladies' man""}, {'id': 12105, 'name': 'student'}, {'id': 13006, 'name': 'torture'}, {'id': 155678, 'name': 'penis'}, {'id': 193698, 'name': 'torture porn'}]"
11860,1990.0,"[{'id': 1774, 'name': 'news broadcast'}, {'id': 4956, 'name': 'decision'}, {'id': 6201, 'name': 'fall'}, {'id': 10049, 'name': 'teen angst'}, {'id': 10183, 'name': 'independent film'}, {'id': 10521, 'name': 'fatal accident'}, {'id': 11471, 'name': 'flash forward'}, {'id': 13130, 'name': 'teenager'}, {'id': 14602, 'name': 'break-up'}, {'id': 18068, 'name': 'teenage boy'}, {'id': 41180, 'name': 'security guard'}, {'id': 157171, 'name': 'nonlinear timeline'}, {'id': 162533, 'name': 'torso cut in half'}, {'id': 178873, 'name': 'skateboarder'}, {'id': 178883, 'name': 'autumn'}, {'id': 178887, 'name': 'skate park'}, {'id': 178895, 'name': 'questioning'}]"
11863,9408.0,"[{'id': 658, 'name': 'sea'}, {'id': 1477, 'name': 'world cup'}, {'id': 1524, 'name': 'surfer'}, {'id': 1669, 'name': 'wave'}, {'id': 1671, 'name': 'surfboard'}, {'id': 2581, 'name': 'giant wave'}, {'id': 5378, 'name': 'world champion'}, {'id': 5614, 'name': 'idol'}, {'id': 11800, 'name': 'mockumentary'}]"
11864,1979.0,"[{'id': 657, 'name': 'fire'}, {'id': 720, 'name': 'helicopter'}, {'id': 1671, 'name': 'surfboard'}, {'id': 2546, 'name': 'mask'}, {'id': 3376, 'name': 'satellite'}, {'id': 3800, 'name': 'airplane'}, {'id': 4375, 'name': 'transformation'}, {'id': 5774, 'name': 'forest'}, {'id': 6506, 'name': 'resurrection'}, {'id': 8828, 'name': 'marvel comic'}, {'id': 9663, 'name': 'sequel'}, {'id': 9715, 'name': 'superhero'}, {'id': 9717, 'name': 'based on comic'}, {'id': 12405, 'name': 'outer space'}, {'id': 13027, 'name': 'wedding'}, {'id': 14601, 'name': 'explosion'}, {'id': 14760, 'name': 'scientist'}, {'id': 15271, 'name': 'interrogation'}, {'id': 33456, 'name': 'double cross'}, {'id': 160117, 'name': 'fantastic four'}, {'id': 162365, 'name': 'military'}, {'id': 175975, 'name': 'earth in peril'}, {'id': 179102, 'name': 'superhuman strength'}, {'id': 179431, 'name': 'duringcreditsstinger'}, {'id': 189115, 'name': 'invisibility'}, {'id': 202541, 'name': 'silver surfer'}, {'id': 222915, 'name': 'forcefield'}, {'id': 227591, 'name': 'elasticity'}, {'id': 227595, 'name': 'absorbing power'}]"
11869,1991.0,"[{'id': 515, 'name': 'women'}, {'id': 635, 'name': 'disc jockey'}, {'id': 999, 'name': 'sports car'}, {'id': 1010, 'name': 'bar'}, {'id': 2336, 'name': 'ladykiller'}, {'id': 2804, 'name': 'exploitation'}, {'id': 4426, 'name': 'sadism'}, {'id': 5248, 'name': 'female friendship'}, {'id': 5424, 'name': ""women's prison""}, {'id': 5452, 'name': 'stunts'}, {'id': 5956, 'name': 'stuntman'}, {'id': 6259, 'name': 'psychopath'}, {'id': 6844, 'name': 'stalker'}, {'id': 10292, 'name': 'gore'}, {'id': 11532, 'name': 'grindhouse'}, {'id': 11762, 'name': 'beaten to death'}, {'id': 12339, 'name': 'slasher'}, {'id': 13125, 'name': 'sadist'}, {'id': 14819, 'name': 'violence'}, {'id': 15483, 'name': 'car chase'}, {'id': 33984, 'name': 'killer car'}, {'id': 165288, 'name': 'misogynist'}, {'id': 179431, 'name': 'duringcreditsstinger'}]"
11911,2359.0,"[{'id': 211, 'name': 'bureaucracy'}, {'id': 279, 'name': 'usa'}, {'id': 417, 'name': 'corruption'}, {'id': 701, 'name': 'cuba'}, {'id': 1279, 'name': 'medicine'}, {'id': 4404, 'name': 'guantanamo bay'}, {'id': 6137, 'name': 'assurance'}, {'id': 6514, 'name': 'health care'}, {'id': 10594, 'name': 'money'}, {'id': 11612, 'name': 'hospital'}, {'id': 13005, 'name': 'doctor'}, {'id': 40895, 'name': 'illness'}, {'id': 161288, 'name': 'existence'}]"
11916,1988.0,"[{'id': 321, 'name': 'terror'}, {'id': 917, 'name': 'journalism'}, {'id': 1605, 'name': 'new love'}, {'id': 1647, 'name': 'sadness'}, {'id': 1812, 'name': 'fbi'}, {'id': 2300, 'name': 'despair'}, {'id': 3051, 'name': 'hostage drama'}, {'id': 3848, 'name': 'support'}, {'id': 3929, 'name': 'hope'}, {'id': 6054, 'name': 'friendship'}, {'id': 6150, 'name': 'faith'}, {'id': 6203, 'name': 'loss'}, {'id': 7021, 'name': 'pakistan'}, {'id': 9826, 'name': 'murder'}, {'id': 10183, 'name': 'independent film'}, {'id': 13149, 'name': 'pregnancy'}]"
11917,3021.0,"[{'id': 236, 'name': 'suicide'}, {'id': 242, 'name': 'new york'}, {'id': 612, 'name': 'hotel'}, {'id': 657, 'name': 'fire'}, {'id': 922, 'name': 'hotel room'}, {'id': 1157, 'name': 'wife husband relationship'}, {'id': 1252, 'name': 'suicide attempt'}, {'id': 2872, 'name': 'window'}, {'id': 3255, 'name': 'door'}, {'id': 3358, 'name': 'haunted house'}, {'id': 3664, 'name': 'research'}, {'id': 5280, 'name': 'ghost world'}, {'id': 5918, 'name': 'painting'}, {'id': 6103, 'name': 'telephone'}, {'id': 6381, 'name': 'loss of daughter'}, {'id': 11221, 'name': 'blood'}]"
11918,2196.0,"[{'id': 380, 'name': 'brother brother relationship'}, {'id': 455, 'name': 'farewell'}, {'id': 494, 'name': 'father son relationship'}, {'id': 965, 'name': 'age difference'}, {'id': 970, 'name': 'parent child relationship'}, {'id': 1328, 'name': 'secret'}, {'id': 1647, 'name': 'sadness'}, {'id': 1909, 'name': 'coffin'}, {'id': 3739, 'name': 'funeral'}, {'id': 4432, 'name': 'gathering'}, {'id': 4902, 'name': 'surprise'}, {'id': 5498, 'name': 'lsd'}, {'id': 5948, 'name': 'studies'}, {'id': 6410, 'name': 'hallucinogen'}, {'id': 11483, 'name': 'drug trip'}, {'id': 171070, 'name': 'arrogance'}, {'id': 189421, 'name': 'female corpse'}]"
11921,1571.0,"[{'id': 521, 'name': 'washington d.c.'}, {'id': 1562, 'name': 'hostage'}, {'id': 1812, 'name': 'fbi'}, {'id': 1930, 'name': 'kidnapping'}, {'id': 2157, 'name': 'hacker'}, {'id': 3543, 'name': 'transport of prisoners'}, {'id': 8440, 'name': 'ex-cop'}, {'id': 9937, 'name': 'suspense'}, {'id': 14819, 'name': 'violence'}, {'id': 15483, 'name': 'car chase'}, {'id': 218122, 'name': 'cyber terrorism'}, {'id': 219404, 'name': 'action hero'}]"
11922,2959.0,"[{'id': 1605, 'name': 'new love'}, {'id': 2856, 'name': 'ten commandments'}, {'id': 3582, 'name': 'bride'}, {'id': 3583, 'name': 'bridegroom'}, {'id': 6038, 'name': 'marriage'}, {'id': 6192, 'name': 'relation'}, {'id': 6281, 'name': 'partnership'}, {'id': 6704, 'name': 'civil registry office'}, {'id': 10093, 'name': 'priest'}, {'id': 13027, 'name': 'wedding'}, {'id': 14765, 'name': 'church'}]"
11924,2698.0,"[{'id': 494, 'name': 'father son relationship'}, {'id': 1850, 'name': 'daily life'}, {'id': 2587, 'name': 'married couple'}, {'id': 3848, 'name': 'support'}, {'id': 5905, 'name': 'father'}, {'id': 6038, 'name': 'marriage'}, {'id': 6150, 'name': 'faith'}, {'id': 6603, 'name': 'baustelle'}, {'id': 10084, 'name': 'rescue'}, {'id': 18165, 'name': 'animal'}, {'id': 18330, 'name': 'nature'}, {'id': 179431, 'name': 'duringcreditsstinger'}, {'id': 210450, 'name': ""noah's ark""}]"
