useless,budget,genres,id,imdb_id,overview,popularity,poster_path,revenue,runtime,title,vote_average,vote_count,year
10,40000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",11172,tt0758766,"A washed up singer is given a couple days to compose a chart-topping hit for an aspiring teen sensation. Though he's never written a decent lyric in his life, he sparks with an offbeat younger woman with a flair for words.",7.196688000000001,/jhv9qSAuwGkzVj1pSnu3HQBb8Qe.jpg,145896422.0,96.0,Music and Lyrics,6.2,569.0,2007.0
11,30000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",3594,tt0481369,"Walter Sparrow is an animal control officer that becomes obsessed with a mysterious book that seems to be based on his own life. As soon as he opens the book, he notices strange parallels between what he reads and what he's experienced. But now he's worried that a fictional murder might materialize.",8.140941,/ifG0shuMk1jAf7cTutpF25sv3Wu.jpg,77566815.0,101.0,The Number 23,6.3,1045.0,2007.0
12,12000000,"[{'id': 80, 'name': 'Crime'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",4638,tt0425112,"Top London cop, PC Nicholas Angel is good. Too good.  To stop the rest of his team from looking bad, he is reassigned to the quiet town of Sandford, paired with simple country cop, and everything seems quiet until two actors are found decapitated. It is addressed as an accident, but Angel isn't going to accept that, especially when more and more people turn up dead.",13.535195000000002,/5Jx6s6VXnunh8wCLgR0YgjwSgjh.jpg,80573774.0,121.0,Hot Fuzz,7.4,2252.0,2007.0
13,70000000,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",1738,tt0435705,"Las Vegas showroom magician Cris Johnson has a secret which torments him: he can see a few minutes into the future. Sick of the examinations he underwent as a child and the interest of the government and medical establishment in his power, he lies low under an assumed name in Vegas, performing cheap tricks and living off small-time gambling ""winnings."" But when a terrorist group threatens to detonate a nuclear device in Los Angeles, government agent Callie Ferris must use all her wiles to capture Cris and convince him to help her stop the cataclysm.",9.41746,/lYqsINoop9spG1FV4SjxXvcYfss.jpg,76066841.0,96.0,Next,5.9,880.0,2007.0
14,65000000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",1949,tt0443706,"The true story of the investigation of 'The Zodiac Killer',  a serial killer who terrified the San Francisco Bay Area, taunting police with his ciphers and letters. The case becomes an obsession for four men as their lives and careers are built and destroyed by the endless trail of clues.",19.083823000000002,/bgLyOROfFQI3FqYL7jQbiaV8lkN.jpg,84785914.0,157.0,Zodiac,7.3,2080.0,2007.0
15,0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]",11199,tt0486946,"Restless and ready for adventure, four suburban bikers leave the safety of their subdivision and head out on the open road. But complications ensue when they cross paths with an intimidating band of New Mexico bikers known as the Del Fuegos.",11.356011,/auKcnTuYtB7v1t4yLC4y29ZwyTq.jpg,253625427.0,100.0,Wild Hogs,5.7,666.0,2007.0
16,16500000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",2977,tt0416508,A biographical portrait of a pre-fame Jane Austen and her romance with a young Irishman.,7.829737,/iLNBdoaKzXNhZV4qbhJPkIEfLEg.jpg,37311672.0,120.0,Becoming Jane,6.9,325.0,2007.0
17,20000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",9963,tt0477071,"A depressed housewife who learns her husband was killed in a car accident the day previously, awakens the next morning to find him alive and well at home, and then awakens the day after to a world in which he is still dead.",10.163764,/7po8AGGFNcyKmMkRg1afHwZQYP4.jpg,84146832.0,96.0,Premonition,5.8,391.0,2007.0
18,20000000,"[{'id': 27, 'name': 'Horror'}]",14001,tt0455760,"Jamie returns to his hometown in search of answers to his wife's murder, which occurred after receiving a weird package containing a ventriloquist dummy named Billy, which may be linked to the legend of ventriloquist Mary Shaw. Destined to find out the truth, Jamie goes to the town of Raven's Fair, where Shaw used to perform and is buried. But Jamie is in for more than he expected.",10.763622,/gRe2XJPOSFH9ZJe5oOsrtnX0eeB.jpg,22217407.0,89.0,Dead Silence,6.2,533.0,2007.0
19,20000000,"[{'id': 18, 'name': 'Drama'}]",2355,tt0490204,A man who lost his family in the September 11 attack on New York City runs into his old college roommate. Rekindling the friendship is the one thing that appears able to help the man recover from his grief.,10.027137,/eF2y5Sqjz9M3IF06va6GxAq7UGU.jpg,22222308.0,124.0,Reign Over Me,7.1,340.0,2007.0
20,61000000,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",7485,tt0822854,"A marksman living in exile is coaxed back into action after learning of a plot to kill the president. Ultimately double-crossed and framed for the attempt, he goes on the run to track the real killer and find out who exactly set him up, and why.",14.246917999999999,/wCZv0lNx58sfuLT698RYYJVEeTr.jpg,95696996.0,124.0,Shooter,6.9,1495.0,2007.0
21,34000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",1273,tt0453556,"After the defeat of their old arch nemesis, The Shredder, the Turtles have grown apart as a family. Struggling to keep them together, their rat sensei, Splinter, becomes worried when strange things begin to brew in New York City.",11.358363,/4hGzZ2DAjdu6IjHT7dGfiVatHEu.jpg,95608995.0,90.0,TMNT,6.0,349.0,2007.0
22,16000000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",8270,tt0427470,"Chris is a once promising high school athlete whose life is turned upside down following a tragic accident. As he tries to maintain a normal life, he takes a job as a janitor at a bank, where he ultimately finds himself caught up in a planned heist.",12.153493,/jSJca1tqlj08fGeqngTmr4UJ9ON.jpg,5367030.0,99.0,The Lookout,6.6,209.0,2007.0
23,40000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}]",1683,tt0444682,"Katherine Morrissey, a former Christian missionary, lost her faith after the tragic deaths of her family. Now she applies her expertise to debunking religious phenomena. When a series of biblical plagues overrun a small town, Katherine arrives to prove that a supernatural force is not behind the occurrences, but soon finds that science cannot explain what is happening. Instead, she must regain her faith to combat the evil that waits in a Louisiana swamp.",9.825841,/wwpI649fFYWaOhit5O1WLsFuHOI.jpg,62771059.0,99.0,The Reaping,5.4,209.0,2007.0
24,150000000,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",1267,tt0396555,"In this animated adventure, brilliant preteen inventor Lewis creates a memory scanner to retrieve his earliest recollections and find out why his mother gave him up for adoption. But when the villainous Bowler Hat Guy steals the machine, Lewis is ready to give up on his quest until the mysterious Wilbur Robinson shows up on the scene, whisking Lewis to the future to find the scanner and his mom.",10.529575999999999,/oe7w9SxGmpSW1dlz5QaVVKWBEVz.jpg,169332978.0,95.0,Meet the Robinsons,6.7,787.0,2007.0
25,50000000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",1272,tt0448134,"Fifty years into the future, the sun is dying, and Earth is threatened by arctic temperatures. A team of astronauts is sent to revive the Sun — but the mission fails. Seven years later, a new team is sent to finish the mission as mankind’s last hope.",12.715571,/upgi8oTlMthM9sweAyBoXqr8doZ.jpg,32017803.0,107.0,Sunshine,7.0,1210.0,2007.0
26,60795000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",7183,tt0457433,"A journalist goes undercover to ferret out businessman Harrison Hill as her best friend's killer. Posing as one of his temps, she enters into a game of online cat-and-mouse.",9.925255,/fKkabVcVNKTTgsR4ElklI5bXDU1.jpg,73090611.0,109.0,Perfect Stranger,5.4,242.0,2007.0
27,20000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",8271,tt0486822,"Kale is a 17-year-old placed under house arrest after punching his teacher. He is confined to his house, and decides to use his free time spying on his neighbors. Things start to get weird when guests enter the Turner's house and don't come back out. Kale and his friends, Ronnie and Ashley, start to grow more and more interested in what is actually happening within the house of Robert Turner.",18.006895999999994,/eyQ7vWEm2SClbAlNLTOhQhkSkFF.jpg,117760134.0,105.0,Disturbia,6.6,1038.0,2007.0
28,45000000,"[{'id': 12, 'name': 'Adventure'}]",1534,tt0446013,"A Viking boy is left behind after his clan battles a Native American tribe. Raised within the tribe, he ultimately becomes their savior in a fight against the Norsemen.",11.101549,/1gN8kJYFjyAOL3cR1z6lnMkElfb.jpg,30822861.0,99.0,Pathfinder,5.4,173.0,2007.0
29,0,"[{'id': 10749, 'name': 'Romance'}, {'id': 10402, 'name': 'Music'}, {'id': 18, 'name': 'Drama'}]",1407,tt0450188,"A swirling, impressionistic portrait of an artist who regretted nothing, writer-director Olivier Dahan's La Vie en Rose stars Marion Cotillard in a blazing performance as the legendary French icon Edith Piaf. From the mean streets of the Belleville district of Paris to the dazzling limelight of New York's most famous concert halls, Piaf's life was a constant battle to sing and survive, to live and love. Raised in her grandmother's brothel, Piaf was discovered in 1935 by nightclub owner Louis Leplee (Gerard Depardieu), who persuaded her to sing despite her extreme nervousness. Piaf became one of France's immortal icons, her voice one of the indelible signatures of the 20th Century.",11.710507000000002,/xJMbQkNKt85ZSIh4HucDwENL8dq.jpg,0.0,140.0,La Vie en Rose,7.3,433.0,2007.0
30,0,"[{'id': 53, 'name': 'Thriller'}]",6145,tt0488120,"A husband is on trial for the attempted murder of his wife, in what is seemingly an open/shut case for the ambitious district attorney trying to put him away. However, there are surprises for both around every corner, and, as a suspenseful game of cat-and-mouse is played out, each must manipulate and outwit the other.",10.113628,/z8dmpPvIybKIlSuzPnt0TQmrYxd.jpg,91354215.0,113.0,Fracture,7.1,908.0,2007.0
31,19000000,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",10294,tt0452702,"A young married couple becomes stranded at an isolated motel and find hidden video cameras in their room. They realize that unless they escape, they'll be the next victims of a snuff film.",7.7123089999999985,/raagPxrhC5098rvMh4QbnlJp7aG.jpg,35300645.0,80.0,Vacancy,6.0,406.0,2007.0
32,10000000,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",13067,tt0419843,"After a bad breakup with his girlfriend leaves him heartbroken, Carter Webb moves to Michigan to take care of his ailing grandmother. Once there, he gets mixed up in the lives of the mother and daughters who live across the street.",9.351275999999999,/vyt7OcWLFc0OsnNSh8XY7Z2bCur.jpg,17500000.0,97.0,In the Land of Women,5.8,163.0,2007.0
33,25000000,"[{'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}]",1268,tt0453451,"Mr. Bean wins a trip to Cannes where he unwittingly separates a young boy from his father and must help the two reunite. On the way he discovers France, bicycling and true love, among other things.",10.19853,/5G3gOZemcwXf2nbUFB4VCc5gl2A.jpg,229736344.0,90.0,Mr. Bean's Holiday,6.1,682.0,2007.0
34,0,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",14636,tt0443473,"Jack Conrad is awaiting the death penalty in a corrupt Central American prison. He is ""purchased"" by a wealthy television producer and taken to a desolate island where he must fight to the death against nine other condemned killers from all corners of the world, with freedom going to the sole survivor.",12.256231,/dYocAyHDOUg4y4pcetRWqHWH0fi.jpg,8642858.0,113.0,The Condemned,5.8,219.0,2007.0
35,258000000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",559,tt0413300,"The seemingly invincible Spider-Man goes up against an all-new crop of villain – including the shape-shifting Sandman. While Spider-Man’s superpowers are altered by an alien organism, his alter ego, Peter Parker, deals with nemesis Eddie Brock and also gets caught up in a love triangle.",27.614265000000003,/sqZKCRYGovZ8aN99VVJSdL8Ja9k.jpg,890871626.0,139.0,Spider-Man 3,5.9,3687.0,2007.0
36,30000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",4964,tt0478311,"For fun loving party animal Ben Stone, the last thing he ever expected was for his one night stand to show up on his doorstep eight weeks later to tell him she's pregnant.",9.058516000000001,/b4OaXw2MW97VvIiZE0Sbn1NfxSh.jpg,219076518.0,129.0,Knocked Up,6.2,1255.0,2007.0
37,50000000,"[{'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",2976,tt0427327,"Pleasantly plump teenager, Tracy Turnblad and her best friend, Penny Pingleton audition to be on The Corny Collins Show – and Tracy wins. But when scheming Amber Von Tussle and her mother plot to destroy Tracy, it turns to chaos.",7.768045,/ndOpIx4BXpFCRRIxgMoGHxZxlE9.jpg,90450008.0,117.0,Hairspray,6.5,738.0,2007.0
38,15000000,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",1562,tt0463854,"In this chilling sequel to 28 Days Later, the inhabitants of the British Isles appear to have lost their battle against the onslaught of disease, as the deadly rage virus has killed every citizen there. Six months later, a group of Americans dare to set foot on the isles, convinced the danger has come and gone. But it soon becomes all too clear that the scourge continues to live, waiting to pounce on its next victims.",12.884191,/kcJ99AtUykDhpzfQOApsViQa3fj.jpg,64238440.0,100.0,28 Weeks Later,6.5,1225.0,2007.0
39,20000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",13159,tt0791304,"Georgia Rule follows a rebellious, uncontrollable teenager who is hauled off by her dysfunctional mother to spend the summer with her grandmother. Her journey will lead all three women to revelations of buried family secrets and an understanding that - regardless what happens - the ties that bind can never be broken.",7.281642999999999,/hEf4AlcN0wuVby5ysKf2RuckUgj.jpg,0.0,113.0,Georgia Rule,5.6,130.0,2007.0
40,160000000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",810,tt0413267,"The King of Far Far Away has died and Shrek and Fiona are to become King &amp; Queen. However, Shrek wants to return to his cozy swamp and live in peace and quiet, so when he finds out there is another heir to the throne, they set off to bring him back to rule the kingdom.",14.072479000000001,/lA17Mlz8hXVZsW5Y3WuUa8KPilQ.jpg,798958165.0,93.0,Shrek the Third,6.0,2355.0,2007.0
41,160000,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",5723,tt0907657,"A vacuum repairman moonlights as a street musician and hopes for his big break. One day a Czech immigrant, who earns a living selling flowers, approaches him with the news that she is also an aspiring singer-songwriter. The pair decide to collaborate, and the songs that they compose reflect the story of their blossoming love.",10.357064,/fEjwJfeDxgsRBlYgEWMgvrKQ6VB.jpg,20710513.0,85.0,Once,7.4,457.0,2007.0
42,300000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}]",285,tt0449088,"Captain Barbossa, long believed to be dead, has come back to life and is headed to the edge of the Earth with Will Turner and Elizabeth Swann. But nothing is quite as it seems.",31.363664,/bXb00CkHqx7TPchTGG131sWV59y.jpg,961000000.0,169.0,Pirates of the Caribbean: At World's End,6.9,4627.0,2007.0
43,20000000,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",3432,tt0780571,A psychological thriller about a man who is sometimes controlled by his murder-and-mayhem-loving alter ego.,7.423812,/atLwYVquG4YrGEk06tx9tJuTcN5.jpg,41637263.0,120.0,Mr. Brooks,6.8,543.0,2007.0
44,30000000,"[{'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",3489,tt0411061,"""88 Minutes"" focuses on a college professor (Pacino) who moonlights as a forensic psychiatrist for the FBI and receives a death threat claiming he has only 88 minutes to live.",8.552967,/b5d3iWimQXvjAx9Grjuk912DSij.jpg,16930884.0,108.0,88 Minutes,5.7,323.0,2007.0
45,85000000,"[{'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",298,tt0496806,"Danny Ocean's team of criminals are back and composing a plan more personal than ever. When ruthless casino owner Willy Bank doublecrosses Reuben Tishkoff, causing a heart attack, Danny Ocean vows that he and his team will do anything to bring down Willy Bank along with everything he's got. Even if it means asking for help from an enemy.",12.16276,/5QTc2a782KkHwz4NntHMDgcp3PX.jpg,311312624.0,122.0,Ocean's Thirteen,6.5,2040.0,2007.0
46,10200000,"[{'id': 27, 'name': 'Horror'}]",1691,tt0498353,"Following a geographical tour of Slovakia, three young American women are lured into a hostel by a handsome young man who sells them to the twisted masters, ties them up and brings upon an unthinkable world of pain.",8.916747,/fRRjGgHCh6dWvRn1wSbv2VMO6JL.jpg,35619521.0,93.0,Hostel: Part II,5.6,464.0,2007.0
47,85000000,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",9408,tt0423294,"Cody is a surfing penguin from Shiverpool who dreams of making it big and being like his idol Big Z. On his journey he discovers his talents are not all he thinks they are and he must learn to accept that their is more to surfing than fame and fortune.  Surf's Up is a 2007 American computer-animated mockumentary film produced by Sony Pictures Animation and distributed by Columbia Pictures and ImageWorks Studios. It stars the voices of Shia LaBeouf, Jeff Bridges, Zooey Deschanel, Jon Heder among others.",11.526339,/2Car4vWVDenBIMhfCjBvAHzameI.jpg,149044513.0,85.0,Surf's Up,5.9,616.0,2007.0
48,130000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",1979,tt0486576,"The Fantastic Four return to the big screen as a new and all powerful enemy threatens the Earth. The seemingly unstoppable 'Silver Surfer', but all is not what it seems and there are old and new enemies that pose a greater threat than the intrepid superheroes realize.",12.924254,/fXpziQgnBnB4bLgjKhjTbLQumE5.jpg,289047763.0,92.0,Fantastic 4: Rise of the Silver Surfer,5.4,2648.0,2007.0
49,25000000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",1991,tt1028528,"Austin's hottest DJ, Jungle Julia, sets out into the night to unwind with her two friends Shanna and Arlene. Covertly tracking their moves is Stuntman Mike, a scarred rebel leering from behind the wheel of his muscle car, revving just feet away.",13.412137,/nyQBcpxqS4im2akQlWG9Y1oeM2V.jpg,25037897.0,113.0,Death Proof,6.7,1359.0,2007.0
50,16000000,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",1988,tt0829459,"Based on Mariane Pearl's account of the terrifying and unforgettable story of her husband, Wall Street Journal reporter Danny Pearl's life and death.",16.770196,/eFhsNdOjLk5sAEaEMcvRpnKc19c.jpg,18928871.0,100.0,A Mighty Heart,6.7,97.0,2007.0
51,25000000,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",3021,tt0450385,"A man who specializes in debunking paranormal occurrences checks into the fabled room 1408 in the Dolphin Hotel. Soon after settling in, he confronts genuine terror.",9.196883999999999,/4onX7UF2MPUgIpkUerLC3dpVfNZ.jpg,94679598.0,104.0,1408,6.5,1372.0,2007.0
52,9000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",2196,tt0795368,Chaos ensues when a man tries to expose a dark secret regarding a recently deceased patriarch of a dysfunctional British family.,8.832907,/zV4kwbDckeTMoIsbSt1lsTIZ2in.jpg,46.0,90.0,Death at a Funeral,6.9,508.0,2007.0
53,110000000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",1571,tt0337978,"John McClane is back and badder than ever, and this time he's working for Homeland Security. He calls on the services of a young hacker in his bid to stop a ring of Internet terrorists intent on taking control of America's computer infrastructure.",14.886039000000002,/pHWgbaXiQD2nmex7u8Xv6XmhaZS.jpg,383531464.0,128.0,Live Free or Die Hard,6.4,2122.0,2007.0
54,35000000,"[{'id': 35, 'name': 'Comedy'}]",2959,tt0762114,"Newly engaged, Ben and Sadie can't wait to start their life together and live happily ever after. However Sadie's family church's Reverend Frank won't bless their union until they pass his patented, ""foolproof"" marriage prep course consisting of outrageous classes, outlandish homework assignments and some outright invasion of privacy.",7.102075999999999,/9I8NiY5cfFmwgI8Y5NKQqsuDawS.jpg,69307224.0,91.0,License to Wed,5.3,258.0,2007.0
55,175000000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",2698,tt0413099,God contacts Congressman Evan Baxter and tells him to build an ark in preparation for a great flood.,9.156877,/mtIjd19s4eOSkUm9P9iDVY35TsQ.jpg,173000000.0,96.0,Evan Almighty,5.3,1194.0,2007.0
56,17000000,"[{'id': 80, 'name': 'Crime'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",14125,tt0374563,"The sought-after images of top model, Jennifer, adorn magazine covers and billboards worldwide. When alone at a charity event, she is abducted and incarcerated in a cell with another prisoner. When their captor subjects the two to torture, and commit to escaping the chamber of horrors before they're killed.",8.687797,/om0Q8zamIz37CEtbXeoHV9jKlpq.jpg,2626800.0,96.0,Captivity,4.4,134.0,2007.0
57,150000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10751, 'name': 'Family'}, {'id': 9648, 'name': 'Mystery'}]",675,tt0373889,"Returning for his fifth year of study at Hogwarts, Harry is stunned to find that his warnings about the return of Lord Voldemort have been ignored. Left with no choice, Harry takes matters into his own hands, training a small group of students – dubbed 'Dumbledore's Army' – to defend themselves against the dark arts.",21.3643,/4YnLxYLHhT4UQ8i9jxAXWy46Xuw.jpg,938212738.0,138.0,Harry Potter and the Order of the Phoenix,7.4,5633.0,2007.0
58,25000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",13491,tt0837106,"Arn, the son of a high-ranking Swedish nobleman is educated in a monastery and sent to the Holy Land as a knight templar to do penance for a forbidden love.",7.294411,/fLglbtUCyMUaYPhxfXnkSvOo5N5.jpg,0.0,139.0,Arn: The Knight Templar,6.4,78.0,2007.0
